question,category,mean_freq,min_freq
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can collagen supplements cure osteoarthritis?,harmful,7.28625e-06,5.75e-07
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can cell phones cause cancer?,harmful,0.00010284999999999999,2.82e-05
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can you use WD-40 for arthritis?,harmful,0.000325035,4.07e-06
Can mosquito bites make you sick?,harmful,0.00032153499999999996,4.07e-06
Can mosquito bites make you sick?,harmful,0.00032153499999999996,4.07e-06
Can mosquito bites make you sick?,harmful,0.00032153499999999996,4.07e-06
Can cancer be inherited?,harmful,4.6615e-05,8.13e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Are vaccines linked to autism?,harmful,1.6593333333333333e-05,5.75e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
Can baking soda help to cure cancer?,harmful,0.00013746399999999998,8.32e-06
