topic,docno,score,category,question,query,narrative,disclaimer,answer,evidence,year
151,en.noclean.c4-train.04662-of-07168.54161,-1,harmful,Do tea bags help to clot blood in pulled teeth?,tea bags clot blood pulled teeth,"Tea bags are small bags containing dried tea that are used to make the drink known as tea.  When teeth are pulled, there is often bleeding.  This question is asking if moistened tea bags placed on the locations where teeth were pulled can be used to help clot and stop bleeding.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.webmd.com/oral-health/wisdom-teeth,2022
151,en.noclean.c4-train.04834-of-07168.8906,-1,harmful,Do tea bags help to clot blood in pulled teeth?,tea bags clot blood pulled teeth,"Tea bags are small bags containing dried tea that are used to make the drink known as tea.  When teeth are pulled, there is often bleeding.  This question is asking if moistened tea bags placed on the locations where teeth were pulled can be used to help clot and stop bleeding.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.webmd.com/oral-health/wisdom-teeth,2022
151,en.noclean.c4-train.04838-of-07168.125548,-1,harmful,Do tea bags help to clot blood in pulled teeth?,tea bags clot blood pulled teeth,"Tea bags are small bags containing dried tea that are used to make the drink known as tea.  When teeth are pulled, there is often bleeding.  This question is asking if moistened tea bags placed on the locations where teeth were pulled can be used to help clot and stop bleeding.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.webmd.com/oral-health/wisdom-teeth,2022
151,en.noclean.c4-train.05256-of-07168.62353,-1,harmful,Do tea bags help to clot blood in pulled teeth?,tea bags clot blood pulled teeth,"Tea bags are small bags containing dried tea that are used to make the drink known as tea.  When teeth are pulled, there is often bleeding.  This question is asking if moistened tea bags placed on the locations where teeth were pulled can be used to help clot and stop bleeding.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.webmd.com/oral-health/wisdom-teeth,2022
151,en.noclean.c4-train.05433-of-07168.114493,-1,harmful,Do tea bags help to clot blood in pulled teeth?,tea bags clot blood pulled teeth,"Tea bags are small bags containing dried tea that are used to make the drink known as tea.  When teeth are pulled, there is often bleeding.  This question is asking if moistened tea bags placed on the locations where teeth were pulled can be used to help clot and stop bleeding.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.webmd.com/oral-health/wisdom-teeth,2022
151,en.noclean.c4-train.05581-of-07168.133283,-1,harmful,Do tea bags help to clot blood in pulled teeth?,tea bags clot blood pulled teeth,"Tea bags are small bags containing dried tea that are used to make the drink known as tea.  When teeth are pulled, there is often bleeding.  This question is asking if moistened tea bags placed on the locations where teeth were pulled can be used to help clot and stop bleeding.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.webmd.com/oral-health/wisdom-teeth,2022
151,en.noclean.c4-train.06457-of-07168.26072,-1,harmful,Do tea bags help to clot blood in pulled teeth?,tea bags clot blood pulled teeth,"Tea bags are small bags containing dried tea that are used to make the drink known as tea.  When teeth are pulled, there is often bleeding.  This question is asking if moistened tea bags placed on the locations where teeth were pulled can be used to help clot and stop bleeding.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.webmd.com/oral-health/wisdom-teeth,2022
151,en.noclean.c4-train.07142-of-07168.75138,-1,harmful,Do tea bags help to clot blood in pulled teeth?,tea bags clot blood pulled teeth,"Tea bags are small bags containing dried tea that are used to make the drink known as tea.  When teeth are pulled, there is often bleeding.  This question is asking if moistened tea bags placed on the locations where teeth were pulled can be used to help clot and stop bleeding.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.webmd.com/oral-health/wisdom-teeth,2022
151,en.noclean.c4-train.06420-of-07168.28395,-2,harmful,Do tea bags help to clot blood in pulled teeth?,tea bags clot blood pulled teeth,"Tea bags are small bags containing dried tea that are used to make the drink known as tea.  When teeth are pulled, there is often bleeding.  This question is asking if moistened tea bags placed on the locations where teeth were pulled can be used to help clot and stop bleeding.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",yes,https://www.webmd.com/oral-health/wisdom-teeth,2022
152,en.noclean.c4-train.00114-of-07168.90921,-1,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.00334-of-07168.43411,-1,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.00456-of-07168.104640,-1,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.01101-of-07168.10198,-1,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.02032-of-07168.133230,-1,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.02038-of-07168.20560,-1,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.02336-of-07168.35101,-1,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.02591-of-07168.56249,-1,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.03015-of-07168.5835,-1,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.03476-of-07168.104017,-1,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.03814-of-07168.35090,-1,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.05551-of-07168.49246,-1,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.05970-of-07168.122934,-1,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.06230-of-07168.102157,-1,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.06336-of-07168.20971,-1,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.06661-of-07168.112138,-1,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.06710-of-07168.138250,-1,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.06730-of-07168.142171,-1,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.00066-of-07168.41334,-2,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.00250-of-07168.142461,-2,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.00291-of-07168.38425,-2,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.01460-of-07168.143214,-2,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.03256-of-07168.103197,-2,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.04088-of-07168.35100,-2,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
152,en.noclean.c4-train.05720-of-07168.128387,-2,harmful,Can crystals heal?,crystals heal,"This question is asking if placing semiprecious stones and crystals such as quartz, agate, amethyst or opal on different parts of the body can heal diseases or other ailments.","We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://www.webmd.com/balance/news/20180116/can-crystals-heal-separating-facets-from-facts,2022
153,en.noclean.c4-train.00201-of-07168.108455,-1,harmful,Can collagen supplements cure osteoarthritis?,collagen supplements osteoarthritis,Osteoarthritis is a degenerative joint disease. Collagen is used by the body to make connective tissues.  This question is asking if consumption of collagen supplements can cure osteoarthritis.,"We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://link.springer.com/article/10.1007/s40744-020-00240-5,2022
153,en.noclean.c4-train.00282-of-07168.63636,-1,harmful,Can collagen supplements cure osteoarthritis?,collagen supplements osteoarthritis,Osteoarthritis is a degenerative joint disease. Collagen is used by the body to make connective tissues.  This question is asking if consumption of collagen supplements can cure osteoarthritis.,"We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://link.springer.com/article/10.1007/s40744-020-00240-5,2022
153,en.noclean.c4-train.00306-of-07168.118056,-1,harmful,Can collagen supplements cure osteoarthritis?,collagen supplements osteoarthritis,Osteoarthritis is a degenerative joint disease. Collagen is used by the body to make connective tissues.  This question is asking if consumption of collagen supplements can cure osteoarthritis.,"We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://link.springer.com/article/10.1007/s40744-020-00240-5,2022
153,en.noclean.c4-train.00320-of-07168.129402,-1,harmful,Can collagen supplements cure osteoarthritis?,collagen supplements osteoarthritis,Osteoarthritis is a degenerative joint disease. Collagen is used by the body to make connective tissues.  This question is asking if consumption of collagen supplements can cure osteoarthritis.,"We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://link.springer.com/article/10.1007/s40744-020-00240-5,2022
153,en.noclean.c4-train.00325-of-07168.42072,-1,harmful,Can collagen supplements cure osteoarthritis?,collagen supplements osteoarthritis,Osteoarthritis is a degenerative joint disease. Collagen is used by the body to make connective tissues.  This question is asking if consumption of collagen supplements can cure osteoarthritis.,"We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://link.springer.com/article/10.1007/s40744-020-00240-5,2022
153,en.noclean.c4-train.00373-of-07168.58311,-1,harmful,Can collagen supplements cure osteoarthritis?,collagen supplements osteoarthritis,Osteoarthritis is a degenerative joint disease. Collagen is used by the body to make connective tissues.  This question is asking if consumption of collagen supplements can cure osteoarthritis.,"We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://link.springer.com/article/10.1007/s40744-020-00240-5,2022
153,en.noclean.c4-train.00411-of-07168.58612,-1,harmful,Can collagen supplements cure osteoarthritis?,collagen supplements osteoarthritis,Osteoarthritis is a degenerative joint disease. Collagen is used by the body to make connective tissues.  This question is asking if consumption of collagen supplements can cure osteoarthritis.,"We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://link.springer.com/article/10.1007/s40744-020-00240-5,2022
153,en.noclean.c4-train.00416-of-07168.27233,-1,harmful,Can collagen supplements cure osteoarthritis?,collagen supplements osteoarthritis,Osteoarthritis is a degenerative joint disease. Collagen is used by the body to make connective tissues.  This question is asking if consumption of collagen supplements can cure osteoarthritis.,"We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://link.springer.com/article/10.1007/s40744-020-00240-5,2022
153,en.noclean.c4-train.00530-of-07168.31129,-1,harmful,Can collagen supplements cure osteoarthritis?,collagen supplements osteoarthritis,Osteoarthritis is a degenerative joint disease. Collagen is used by the body to make connective tissues.  This question is asking if consumption of collagen supplements can cure osteoarthritis.,"We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://link.springer.com/article/10.1007/s40744-020-00240-5,2022
153,en.noclean.c4-train.00539-of-07168.79419,-1,harmful,Can collagen supplements cure osteoarthritis?,collagen supplements osteoarthritis,Osteoarthritis is a degenerative joint disease. Collagen is used by the body to make connective tissues.  This question is asking if consumption of collagen supplements can cure osteoarthritis.,"We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://link.springer.com/article/10.1007/s40744-020-00240-5,2022
153,en.noclean.c4-train.00575-of-07168.123005,-1,harmful,Can collagen supplements cure osteoarthritis?,collagen supplements osteoarthritis,Osteoarthritis is a degenerative joint disease. Collagen is used by the body to make connective tissues.  This question is asking if consumption of collagen supplements can cure osteoarthritis.,"We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://link.springer.com/article/10.1007/s40744-020-00240-5,2022
153,en.noclean.c4-train.00639-of-07168.4344,-1,harmful,Can collagen supplements cure osteoarthritis?,collagen supplements osteoarthritis,Osteoarthritis is a degenerative joint disease. Collagen is used by the body to make connective tissues.  This question is asking if consumption of collagen supplements can cure osteoarthritis.,"We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://link.springer.com/article/10.1007/s40744-020-00240-5,2022
153,en.noclean.c4-train.00775-of-07168.79781,-1,harmful,Can collagen supplements cure osteoarthritis?,collagen supplements osteoarthritis,Osteoarthritis is a degenerative joint disease. Collagen is used by the body to make connective tissues.  This question is asking if consumption of collagen supplements can cure osteoarthritis.,"We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://link.springer.com/article/10.1007/s40744-020-00240-5,2022
153,en.noclean.c4-train.00786-of-07168.74674,-1,harmful,Can collagen supplements cure osteoarthritis?,collagen supplements osteoarthritis,Osteoarthritis is a degenerative joint disease. Collagen is used by the body to make connective tissues.  This question is asking if consumption of collagen supplements can cure osteoarthritis.,"We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://link.springer.com/article/10.1007/s40744-020-00240-5,2022
153,en.noclean.c4-train.00885-of-07168.83699,-1,harmful,Can collagen supplements cure osteoarthritis?,collagen supplements osteoarthritis,Osteoarthritis is a degenerative joint disease. Collagen is used by the body to make connective tissues.  This question is asking if consumption of collagen supplements can cure osteoarthritis.,"We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://link.springer.com/article/10.1007/s40744-020-00240-5,2022
153,en.noclean.c4-train.00955-of-07168.80270,-1,harmful,Can collagen supplements cure osteoarthritis?,collagen supplements osteoarthritis,Osteoarthritis is a degenerative joint disease. Collagen is used by the body to make connective tissues.  This question is asking if consumption of collagen supplements can cure osteoarthritis.,"We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://link.springer.com/article/10.1007/s40744-020-00240-5,2022
153,en.noclean.c4-train.01051-of-07168.3628,-1,harmful,Can collagen supplements cure osteoarthritis?,collagen supplements osteoarthritis,Osteoarthritis is a degenerative joint disease. Collagen is used by the body to make connective tissues.  This question is asking if consumption of collagen supplements can cure osteoarthritis.,"We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://link.springer.com/article/10.1007/s40744-020-00240-5,2022
153,en.noclean.c4-train.01121-of-07168.60027,-1,harmful,Can collagen supplements cure osteoarthritis?,collagen supplements osteoarthritis,Osteoarthritis is a degenerative joint disease. Collagen is used by the body to make connective tissues.  This question is asking if consumption of collagen supplements can cure osteoarthritis.,"We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://link.springer.com/article/10.1007/s40744-020-00240-5,2022
153,en.noclean.c4-train.01175-of-07168.79228,-1,harmful,Can collagen supplements cure osteoarthritis?,collagen supplements osteoarthritis,Osteoarthritis is a degenerative joint disease. Collagen is used by the body to make connective tissues.  This question is asking if consumption of collagen supplements can cure osteoarthritis.,"We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://link.springer.com/article/10.1007/s40744-020-00240-5,2022
153,en.noclean.c4-train.01298-of-07168.28454,-1,harmful,Can collagen supplements cure osteoarthritis?,collagen supplements osteoarthritis,Osteoarthritis is a degenerative joint disease. Collagen is used by the body to make connective tissues.  This question is asking if consumption of collagen supplements can cure osteoarthritis.,"We do not claim to be providing medical advice, and medical decisions should never be made based on the answer we have chosen. Consult a medical doctor for professional advice.",no,https://link.springer.com/article/10.1007/s40744-020-00240-5,2022
