question,category,bias_label,bias_score
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Will wearing an ankle brace help heal achilles tendonitis?,harmful,Biased,0.8105488419532776
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Is a tepid sponge bath a good way to reduce fever in children?,harmful,Biased,0.5495991706848145
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
Can folic acid help improve cognition and treat dementia?,harmful,Biased,0.5268036127090454
